Player,Wyscout id,Team within selected timeframe,Position,Age,Goals,Assists,Minutes played,Temporada
C. Valdez,10384,Boston River,"RCB3, LCB3",35.0,0,0,1316,2018
I. de Arruabarrena,395239,Wanderers,GK,21.0,0,0,1315,2018
D. Coelho,475198,Boston River,CF,23.0,8,0,1309,2018
M. da Luz,452054,River Plate,"RW, RWF, RAMF",23.0,8,0,1303,2018
C. Rodríguez,91617,Peñarol,LCB,28.0,1,0,1299,2018
D. Polenta,103071,Nacional,LCB,26.0,0,0,1296,2018
M. Sigales,322460,Atenas,"CF, RCMF3, RW",24.0,0,0,1278,2018
L. Urruti,300683,River Plate,"CF, RW, LWF",25.0,3,0,1277,2018
C. Servetti,473727,Rampla Juniors,"RCB3, RB",23.0,0,0,1256,2018
M. Rigoleto,322955,Rampla Juniors,"CF, RW",23.0,2,0,1254,2018
F. Usúcar,57228,Atenas,"DMF, LCMF, RCMF3",32.0,0,0,1244,2018
F. Labandeira,473450,Progreso,RAMF,22.0,5,0,1241,2018
B. Olivera,405698,Fénix,"LCMF3, RCMF, RWF",24.0,2,1,1234,2018
M. Bonjour,77320,Torque,RCB,33.0,0,0,1226,2018
G. Alvite,395511,Racing,CF,22.0,1,0,1223,2018
L. Sosa,322468,Atenas,"LWF, RW, RWF",24.0,2,0,1218,2018
S. Gorga,181036,Wanderers,LCB,24.0,1,0,1214,2018
P. Olivera,57201,Torque,CF,30.0,3,0,1212,2018
S. Fuentes,91579,Progreso,GK,31.0,0,0,1211,2018
A. González,472799,Torque,"LCMF3, LCMF, RCMF",21.0,2,0,1205,2018
W. Techera,57128,Rampla Juniors,"CB, LCB, RCB",32.0,0,0,1199,2018
P. Torresagasti,58193,Racing,GK,38.0,0,0,1198,2018
E. Etcheverry,289955,Boston River,"RWB, RB5, LCMF3",22.0,0,0,1191,2018
D. Barone,29152,River Plate,"DMF, RCB",38.0,0,0,1189,2018
S. Blanco,23402,Wanderers,"CF, AMF",36.0,1,1,1171,2018
G. de León,213058,Rampla Juniors,"RB, LB, RWB",25.0,0,0,1157,2018
N. Queiroz,396858,Wanderers,"LCMF, RDMF, RCMF",22.0,0,0,1156,2018
L. Tamareo,201431,Cerro,"RCMF, LCMF, RW",27.0,0,0,1151,2018
M. Pérez,55874,Fénix,"RWF, LWF, LAMF",31.0,4,0,1148,2018
S. Vanderhoeght,24234,Atenas,"RW, RCMF, RB",32.0,1,0,1144,2018
C. Cándido,406899,Rampla Juniors,"LW, LWB, LB5",23.0,0,0,1138,2018
G. Varela,192656,Peñarol,RB,25.0,0,0,1133,2018
J. Rosso,504507,Liverpool,"LB, RB, LWB",21.0,0,0,1122,2018
M. Amado,55855,Boston River,"RCMF3, DMF, RCMF",33.0,1,0,1104,2018
N. Sosa,371561,Racing,CF,22.0,1,0,1095,2018
R. Cabrera,91398,Atenas,"LCB, CB",29.0,1,0,1095,2018
D. Melián,287318,Racing,GK,26.0,0,0,1091,2018
F. Silvera,485369,River Plate,LB,21.0,0,1,1076,2018
P. González,434454,River Plate,"RB, DMF",23.0,0,0,1074,2018
M. Brasil,447032,Rampla Juniors,"RCB, RB, RCB3",19.0,0,0,1071,2018
M. Cóccaro,472212,Rampla Juniors,CF,20.0,4,0,1067,2018
C. Muela,295891,Fénix,"DMF, LDMF, RCMF3",27.0,1,0,1066,2018
I. Panzariello,119223,Rampla Juniors,"RW, RAMF, LW",28.0,1,0,1063,2018
L. Acevedo,-66470,Cerro,CF,21.0,6,1,1057,2018
M. Cantera,285123,Fénix,"RCMF3, RCMF, LCMF",25.0,1,1,1048,2018
E. Busquets,-69058,Peñarol,RB,17.0,0,0,1046,2018
G. González,361593,Peñarol,"RB, RW, RAMF",23.0,2,1,1045,2018
S. Bellini,399986,Wanderers,CF,21.0,3,0,1041,2018
D. Riolfo,149580,Wanderers,"AMF, LW",28.0,2,1,1035,2018
F. Laforia,88768,Atenas,GK,30.0,0,0,1029,2018
R. García,143236,Nacional,RCB,29.0,1,0,1025,2018
F. Ramos,304983,Atenas,"RW, LW, LCMF",26.0,2,0,1023,2018
A. Nadruz,448934,Boston River,"DMF, LCB3, RCB3",22.0,1,0,1021,2018
Á. Navarro,55873,Defensor Sporting,CF,33.0,8,1,1013,2018
F. Ibáñez,496696,Racing,RCB,20.0,1,0,1007,2018
D. Flores,47888,Boston River,"LCB, CB, LCB3",34.0,0,0,1003,2018
E. Zeballos,247645,Progreso,"RCB, RB, RW",26.0,0,0,997,2018
E. Martínez,23350,Rampla Juniors,"CB, LCB, RCB",39.0,1,1,987,2018
J. Méndez,307569,Racing,"LCMF, RDMF",23.0,1,0,982,2018
M. Rea,491585,Danubio,RCB,20.0,1,0,982,2018
C. Palacios,95677,Peñarol,"CF, AMF",27.0,12,1,980,2018
G. Bueno,192598,Nacional,"LWF, LAMF, LW",25.0,4,5,974,2018
Chory Castro,1893,Nacional,LW,33.0,0,2,968,2018
R. Ergas,397881,Boston River,"LW, LWB",20.0,2,0,960,2018
J. Barrientos,57902,Racing,"LW, AMF, LCMF",27.0,4,1,948,2018
M. Roskopf,398825,Torque,"CF, LW, LWF",20.0,3,0,946,2018
A. Ocampo,-82542,Liverpool,"AMF, LWF, LCMF",20.0,0,1,946,2018
Igor Paim,477159,Rampla Juniors,"LW, AMF, RWF",20.0,3,1,944,2018
R. Rojo,113131,Peñarol,"LB, LW",29.0,1,2,939,2018
L. Viatri,24592,Peñarol,CF,31.0,3,4,932,2018
M. González,91731,Liverpool,"LCB, LCB3, CB",28.0,1,0,926,2018
N. Albarracín,165902,Wanderers,"LAMF, LW",25.0,6,0,921,2018
M. Estol,355817,Racing,"RCMF, LW, RCMF3",23.0,0,0,912,2018
S. Carrera,177241,Defensor Sporting,"RCB3, RCB",24.0,1,0,907,2018
M. Cubero,154887,Torque,GK,24.0,0,0,905,2018
E. Gularte,399985,Wanderers,"RCB, LCB",20.0,1,0,897,2018
M. Callorda,142832,Boston River,CF,28.0,2,0,881,2018
A. Méndez,-93678,Fénix,"RWB, RCMF3, RB",22.0,0,0,880,2018
W. Gargano,10389,Peñarol,"RCMF, LCMF, RDMF",34.0,1,1,877,2018
G. Peruzzi,152568,Nacional,RB,26.0,0,0,866,2018
G. Aguilar,57881,Racing,RB,31.0,0,0,856,2018
Ignacio Neira,453799,Torque,"RCMF3, LCMF, RCMF",20.0,0,0,851,2018
Bruno Lucas,403144,Boston River,"RB, RWB, RB5",22.0,0,0,848,2018
M. Alonso,62165,River Plate,"CF, RCMF3",33.0,3,0,843,2018
M. Franco,73708,Cerro,CF,34.0,5,0,834,2018
Á. Villete,171347,Atenas,GK,27.0,0,0,834,2018
A. Silva,249820,Progreso,"RB, RAMF, RW",25.0,2,0,827,2018
A. Rolín,189614,Nacional,"LCB, RCB",29.0,2,0,827,2018
A. Müller,417115,Racing,"LW, LB",21.0,1,0,815,2018
F. Silva,289969,Danubio,GK,22.0,0,0,811,2018
G. Corujo,473449,Nacional,RCB,22.0,0,0,809,2018
G. Ramos,248705,Racing,"CF, AMF, RW",27.0,0,1,808,2018
G. Rodríguez,193210,Defensor Sporting,GK,24.0,0,0,808,2018
D. Cóccaro,91602,Progreso,"CF, RW, RAMF",26.0,2,1,807,2018
F. Martínez,458585,Peñarol,"LCMF, RCMF3, RB",19.0,0,0,798,2018
L. Rodríguez,262243,Torque,"CF, LW, LAMF",25.0,4,0,793,2018
G. Diaz,278654,Rampla Juniors,"RCMF, LCMF, RCMF3",23.0,1,0,789,2018
Breno Caetano,473123,Fénix,"LCMF3, LWB, LW",21.0,0,0,789,2018
P. López,486609,Defensor Sporting,CF,21.0,3,0,784,2018
N. Vigneri,21157,Fénix,"CF, RWF, AMF",35.0,3,0,755,2018
E. García,99752,River Plate,"RCB, RB",28.0,0,0,744,2018
D. Arismendi,23389,Nacional,"LCB, RCB, DMF",30.0,1,0,718,2018
M. Alaníz,282516,Liverpool,"AMF, RW, RWF",25.0,1,0,702,2018
F. Martínez,115364,Peñarol,"CF, AMF",28.0,3,1,696,2018
Lucas Morales,286965,Wanderers,LB,24.0,0,1,695,2018
E. Díaz,266888,Cerro,RCB,28.0,0,0,694,2018
S. Fernández,143063,Racing,"RW, LW, CF",28.0,2,0,693,2018
C. de Pena,248706,Nacional,"LW, LAMF",26.0,1,0,663,2018
M. Araújo,-77058,Wanderers,"RAMF, LAMF, AMF",18.0,0,0,649,2018
C. Núñez,116724,Liverpool,CF,26.0,2,1,595,2018
N. Ferraresi,471712,Torque,"RB, RCB, LCB",19.0,1,0,587,2018
R. Cristóbal,472307,Defensor Sporting,"DMF, RCMF, LCMF",22.0,1,1,586,2018
H. Acuña,47142,Cerro,CF,36.0,3,0,585,2018
S. Ciganda,423107,Cerro,CF,24.0,0,0,582,2018
M. Barrios,-73171,Racing,RW,19.0,0,0,572,2018
G. Cotugno,329595,Nacional,RB,23.0,0,1,572,2018
M. Angeleri,13917,Nacional,"RCB, RB",33.0,0,0,571,2018
C. Sención,405451,Liverpool,"LCMF3, RCMF3, RCMF",22.0,1,0,565,2018
M. Novick,90897,Peñarol,"RCMF, LDMF, DMF",34.0,0,1,565,2018
Á. González,13882,Nacional,"RB, RCMF3",33.0,0,1,562,2018
S. D'Angelo,167484,Atenas,GK,27.0,0,0,559,2018
F. Peraza,322557,River Plate,CF,26.0,0,2,551,2018
D. Núñez,516682,Peñarol,CF,19.0,1,1,551,2018
J. Dos Santos,428055,Danubio,CF,26.0,0,0,551,2018
A. Barán,262386,Atenas,"LW, AMF",23.0,0,1,545,2018
J. Boselli,450011,Defensor Sporting,"AMF, CF",18.0,2,0,545,2018
J. Hinestroza,231377,Torque,"LWF, LW, RWF",22.0,1,1,527,2018
A. Sant'Anna,414522,Cerro,"RB, RW, LB",20.0,0,0,524,2018
I. Lores Varela,113158,Peñarol,"RW, LW",27.0,1,2,516,2018
G. Porras,47891,Cerro,"AMF, RCMF, DMF",34.0,0,0,504,2018
G. Malán,224203,Racing,CF,30.0,0,0,502,2018
Gabriel Neves,496164,Nacional,"RCMF3, LCMF, RB",21.0,0,0,501,2018
M. Corujo,24238,Peñarol,"RB, RCMF",32.0,0,2,499,2018
M. Zaragoza,390267,Boston River,"CF, RCMF3",22.0,2,0,495,2018
G. Rodríguez,14186,Cerro,"LCB, RCB",34.0,0,0,489,2018
A. Silva,91597,Fénix,CF,27.0,2,0,487,2018
B. Foliados,247641,Boston River,"AMF, LW, LCMF3",26.0,0,0,486,2018
P. Caballero,91631,Liverpool,"LCMF, DMF",30.0,0,0,484,2018
J. Álvarez,322472,Atenas,"LW, LCMF3",23.0,1,1,481,2018
J. Alsina,301876,Liverpool,"RCB3, LCB, LCB3",28.0,0,0,481,2018
F. Ginella,505443,Wanderers,AMF,19.0,0,0,478,2018
N. Suárez,474724,Atenas,GK,18.0,0,0,475,2018
G. Roselló,488139,Rampla Juniors,LB,20.0,0,0,469,2018
G. Aprile,90779,Atenas,"LWB, LW, LWF",30.0,0,0,466,2018
M. Amuz,437357,Danubio,LCB,20.0,0,0,460,2018
K. Larrea,289961,Boston River,GK,22.0,0,0,457,2018
M. Santos,263710,Defensor Sporting,"LAMF, AMF, RW",24.0,2,0,457,2018
A. Rijo,-81307,Boston River,"RCMF3, RB5",19.0,0,0,455,2018
Y. Burgueño,90525,Progreso,CF,30.0,2,0,453,2018
E. Mozzone,437175,Fénix,"CF, AMF",20.0,2,0,450,2018
M. González,373371,Liverpool,"RCB3, RCB, LCB",24.0,0,0,426,2018
C. Cruz,452570,Fénix,"RW, LWF, LAMF",20.0,0,0,425,2018
I. Barrios,247638,Torque,GK,25.0,0,0,425,2018
A. Leites,165847,Rampla Juniors,"LCMF, LWF",26.0,0,0,420,2018
L. Onetto,474823,Progreso,LAMF,21.0,3,0,413,2018
D. Benítez,103936,Rampla Juniors,"LCMF, LW, LDMF",30.0,0,0,407,2018
F. López,90540,Racing,LCB,33.0,0,0,391,2018
A. Oliveros,-84440,Racing,LCB,20.0,0,0,389,2018
F. Milán,474732,Defensor Sporting,CF,17.0,0,0,376,2018
S. Molina,408282,Torque,"RCB, RCB3",22.0,0,0,374,2018
N. Acevedo,-104315,Liverpool,DMF,19.0,0,0,369,2018
G. Freitas,199078,Peñarol,"RCMF, RDMF, LCMF",26.0,0,0,363,2018
J. Deniz,119751,Cerro,GK,27.0,0,0,362,2018
M. Pintos,482308,Liverpool,"LB, LB5",18.0,0,0,361,2018
C. Taján,176866,Fénix,"RWF, LWF, RAMF",27.0,0,0,349,2018
J. Neris,474140,River Plate,"RAMF, RCMF3, RW",18.0,0,0,342,2018
C. Rivero,90586,Defensor Sporting,"RCMF, DMF, LCMF3",33.0,0,0,340,2018
D. Vargas,413461,Rampla Juniors,LCMF,23.0,0,0,340,2018
R. Brasesco,57887,Racing,,32.0,0,0,338,2018
E. Gómez,-80568,Defensor Sporting,CF,16.0,0,0,337,2018
B. Ocampo,-38472,Nacional,RW,19.0,0,1,332,2018
I. Pereira,-89484,Fénix,LWF,20.0,0,0,332,2018
J. Gamboa,489422,Rampla Juniors,"RB, RWB",21.0,0,0,328,2018
M. Silveira,453797,Wanderers,,18.0,0,0,327,2018
F. Burbano,74093,Rampla Juniors,"CF, RWF, LW",26.0,1,0,326,2018
M. Pérez,351013,Boston River,CF,23.0,1,0,313,2018
E. Álvarez,413471,Defensor Sporting,"RCB3, RCB",22.0,0,0,312,2018
S. Viera,434546,Liverpool,"RCMF3, LCMF",20.0,0,0,311,2018
S. González,103123,Rampla Juniors,CF,24.0,0,0,307,2018
J. Ruiz Díaz,322467,Atenas,LB,24.0,0,0,304,2018
M. Pérez,23546,Atenas,LB,33.0,0,0,302,2018
J. Méndez,57222,Progreso,RCB,35.0,0,0,292,2018
L. Maldonado,57254,Peñarol,RCB,33.0,0,0,287,2018
L. Quiñones,57285,Racing,CF,33.0,1,0,284,2018
E. Beltrán,498555,Defensor Sporting,RB,20.0,0,0,281,2018
G. Hernández,344605,Atenas,GK,22.0,0,0,279,2018
F. Andueza,396156,Wanderers,LCB,21.0,0,0,277,2018
J. Castillo,10378,Fénix,GK,40.0,0,0,269,2018
T. Cardozo,289952,Peñarol,GK,22.0,0,0,265,2018
I. Laquintana,-68003,Defensor Sporting,"RAMF, RB, RW",19.0,2,0,265,2018
A. Furia,181041,Rampla Juniors,,24.0,0,0,262,2018
J. Candia,279750,Boston River,CF,23.0,0,0,256,2018
D. Ferreira,55866,Racing,LCMF,31.0,0,0,253,2018
B. Pinheiro,450035,Cerro,,21.0,0,0,252,2018
G. Vitancurt,497960,Torque,"CF, LW, RCMF",21.0,1,0,252,2018
B. Rodríguez,474735,Peñarol,"RW, LW",18.0,1,0,248,2018
A. Navarro,448454,Danubio,CF,21.0,2,0,241,2018
I. Currais,396995,Fénix,"RW, LB, RB",22.0,0,0,229,2018
G. Aguirre,302552,Torque,"RWF, RW",25.0,0,0,229,2018
C. Waterman,155920,Defensor Sporting,CF,27.0,0,0,228,2018
F. Silvera,458877,Rampla Juniors,GK,22.0,0,0,221,2018
F. Sellanes,110271,Fénix,"RB, LDMF",28.0,0,0,216,2018
M. Duffard,322898,Cerro,"RCMF, DMF",29.0,0,0,213,2018
C. González,398554,Liverpool,"CF, AMF, LAMF",28.0,0,0,199,2018
J. Herrera,402663,Rampla Juniors,"LWF, LW, RWF",22.0,0,0,199,2018
M. Saavedra,151973,Torque,CF,29.0,0,0,192,2018
A. Romero,397877,Nacional,"LCMF, LDMF",20.0,0,0,192,2018
L. Ísola,398412,Rampla Juniors,LW,24.0,0,0,189,2018
S. Etchebarne,472900,Torque,LCB,23.0,0,0,185,2018
Juninho Rocha,478849,Wanderers,"RAMF, RW, LAMF",20.0,0,0,177,2018
E. Martínez,449015,Peñarol,LCB,20.0,0,0,159,2018
S. Martínez,148493,Wanderers,"LDMF, DMF, RCMF3",27.0,0,0,155,2018
R. Piñeiro,460095,Peñarol,"AMF, LAMF, LW",19.0,0,0,144,2018
F. Vigo,430548,River Plate,"LAMF, LW, CF",19.0,0,0,143,2018
A. Olivera,305728,Torque,"CF, LDMF, LCMF",26.0,0,0,136,2018
G. Faber,289956,Boston River,,22.0,0,0,126,2018
R. Rodríguez,209462,Liverpool,GK,22.0,0,0,125,2018
S. Correa,247441,Rampla Juniors,"RCMF, RAMF",27.0,0,0,124,2018
C. Quintana,462334,Liverpool,CF,20.0,0,0,123,2018
D. Cabrera,443496,Rampla Juniors,,19.0,0,0,122,2018
G. Leyes,176517,River Plate,"CF, LCMF3",28.0,0,0,121,2018
C. Canobbio,249810,Progreso,AMF,36.0,0,0,117,2018
E. Villar,-74623,Boston River,"CF, RWF",18.0,0,0,112,2018
R. Álvarez,489423,Cerro,"LW, LB",20.0,0,0,105,2018
S. Paiva,-66063,Danubio,,19.0,0,0,103,2018
R. Rolfo,479082,Torque,"CF, RAMF",22.0,1,0,102,2018
A. Peña,72679,Danubio,RCMF3,29.0,0,0,101,2018
M. Rodríguez,486246,Danubio,"RCMF, RAMF",19.0,0,0,101,2018
A. Gutiérrez,200187,Boston River,CF,26.0,1,0,97,2018
L. Ortíz,-90800,Racing,"LW, RW",17.0,0,0,96,2018
F. Santos,460643,Progreso,"CF, AMF",24.0,0,0,95,2018
F. Píriz,476720,Rampla Juniors,"LB, LCB3",20.0,0,0,92,2018
J. Perujo,57195,Racing,,33.0,0,0,90,2018
G. Sacarelo,-68015,Atenas,"RW, CF, RB5",18.0,0,0,90,2018
J. Gutiérrez,-64360,Danubio,"CF, AMF",16.0,0,0,87,2018
M. Fígoli,15332,Atenas,"RW, CF",34.0,0,0,86,2018
M. Rao,472330,Wanderers,RCB,21.0,0,0,85,2018
J. Lemos,366469,Rampla Juniors,,24.0,0,0,84,2018
S. Silva,147098,Progreso,CF,27.0,1,0,84,2018
G. Gorrostorrazo,-73159,Rampla Juniors,,20.0,0,0,82,2018
J. Graví,328605,Danubio,"RW, RCMF3",24.0,0,0,78,2018
L. Moreira,-76466,Torque,"DMF, RCMF3",18.0,0,0,76,2018
G. Morales,-89418,Torque,RCMF,18.0,0,0,74,2018
K. Lewis,486250,Peñarol,"LDMF, CB",19.0,0,0,73,2018
G. Guruceaga,185812,Cerro,,28.0,0,0,70,2018
T. Chacón,474727,Danubio,"AMF, LW",18.0,0,0,67,2018
P. Webó,3966,Nacional,CF,36.0,0,0,66,2018
M. Cuello,399138,Liverpool,"RCMF3, DMF, LCMF",22.0,0,0,62,2018
M. Tavares,459445,Atenas,"RAMF, CF",21.0,0,0,59,2018
L. Melazzi,110551,Liverpool,RCMF,27.0,1,0,58,2018
J. Mozzo,57177,Progreso,"RCMF, DMF",37.0,0,0,55,2018
J. Pereyra,460085,Fénix,CF,22.0,1,0,54,2018
M. Pereira,236905,Racing,,25.0,0,0,53,2018
J. Delgado,230515,Progreso,CF,22.0,0,0,49,2018
M. Ugarte,452575,Fénix,RCMF3,17.0,0,0,47,2018
E. Colombo,471765,Atenas,,21.0,0,0,46,2018
A. Maldonado,223961,Boston River,"RB, RCB3",24.0,0,0,41,2018
A. Della Nave,440432,Torque,,18.0,0,0,37,2018
E. Ancheta,-84106,Danubio,"RCMF3, LCMF3, AMF",19.0,0,0,33,2018
J. Jorge,504505,Liverpool,,19.0,0,0,32,2018
J. Yangurde,489582,Danubio,,19.0,0,0,31,2018
R. De Olivera,276322,Wanderers,"CF, RB",23.0,0,0,31,2018
C. Valenzuela,-66064,Fénix,"RCB3, RCB",21.0,0,0,29,2018
J. Fernández,-74176,River Plate,LCMF3,19.0,0,0,29,2018
M. Ebre,473121,River Plate,,21.0,0,0,23,2018
M. De Los Santos,-49516,Peñarol,LCMF,19.0,0,0,21,2018
R. Núñez,-89200,Cerro,LCMF,20.0,0,0,19,2018
I. Silva,323030,River Plate,LDMF,24.0,0,0,18,2018
P. Siles,485477,Danubio,"RCMF3, LW",21.0,0,0,17,2018
E. Ghan,354439,Danubio,LAMF,22.0,0,0,16,2018
B. Ferrares,474726,Danubio,RCB,18.0,0,0,15,2018
F. Rodríguez,396474,Boston River,,23.0,0,0,15,2018
D. Garat,-73157,Rampla Juniors,,16.0,0,0,14,2018
E. Coitiño,453806,Wanderers,LW,18.0,0,0,11,2018
J. Álvarez,-76475,Fénix,AMF,21.0,0,0,10,2018
C. Martín,486149,River Plate,CF,20.0,0,0,9,2018
M. Viña,471082,Nacional,LB,20.0,0,0,9,2018
E. Peña,485368,River Plate,,20.0,0,0,8,2018
M. Amondarain,272069,Progreso,,25.0,0,0,8,2018
A. Medina,-89199,Liverpool,,20.0,0,0,7,2018
P. Gregorio,-78449,Danubio,,19.0,0,0,6,2018
L. Branca,479529,Boston River,,18.0,0,0,3,2018
L. Caicedo,-93613,Torque,CF,18.0,0,0,3,2018
A. García,-84246,Danubio,,18.0,0,0,2,2018
A. Sosa,428037,Progreso,,22.0,0,0,1,2018
N. Guirin,340281,Plaza Colonia,GK,24.0,0,0,3421,2019
F. Cristóforo,281564,Danubio,GK,30.0,0,0,3373,2019
G. Olveira,303659,River Plate,GK,26.0,0,0,3278,2019
J. Pintado,413469,Juventud,RB,22.0,1,1,3266,2019
I. de Arruabarrena,395239,Wanderers,GK,22.0,0,0,3248,2019
K. Dawson,180998,Peñarol,GK,27.0,0,0,3241,2019
J. Varela,126031,Juventud,"RW, LW, CF",31.0,5,3,3240,2019
G. Falcón,391029,Boston River,GK,22.0,0,0,3237,2019
J. Alberti,434704,Juventud,"RCMF, LCMF, AMF",22.0,3,1,3230,2019
G. Castillo,91570,Progreso,LCB,28.0,0,1,3197,2019
W. Aguerre,237009,Cerro Largo,GK,26.0,1,0,3171,2019
M. Viña,471082,Nacional,LB,21.0,5,4,3170,2019
J. Zeballos,334935,Juventud,CF,22.0,19,1,3168,2019
M. Bogado,208244,Juventud,RCB,29.0,0,0,3156,2019
M. Ugarte,452575,Fénix,"DMF, LDMF, LCMF",18.0,1,0,3126,2019
F. Formiliano,203349,Peñarol,RCB,26.0,4,1,3106,2019
N. Pérez,91578,Progreso,GK,29.0,0,0,3084,2019
F. Pérez,88277,Plaza Colonia,LCB,33.0,1,0,3022,2019
J. Acosta,434036,Cerro Largo,RB,25.0,0,2,3005,2019
D. Denis,199077,Fénix,GK,27.0,0,0,2997,2019
S. Fuentes,91579,Defensor Sporting,GK,32.0,0,0,2994,2019
G. Rizzo,429720,Rampla Juniors,"LCB, RCB",23.0,1,0,2947,2019
D. Arismendi,23389,Racing,"DMF, RCMF, RCB",31.0,2,1,2940,2019
N. Sosa,371561,Racing,CF,23.0,16,4,2940,2019
F. Martínez,430453,Liverpool,"RWF, LW, RW",23.0,11,3,2884,2019
C. Waterman,155920,Plaza Colonia,"CF, RW",28.0,17,0,2846,2019
H. Figueredo,57148,Liverpool,"RCMF3, LCMF3, RCMF",34.0,3,3,2838,2019
A. Assis,323021,Cerro Largo,RCMF,26.0,1,1,2836,2019
M. Risso,55869,Plaza Colonia,RCB,31.0,0,0,2833,2019
M. Rabuñal,341295,Defensor Sporting,"LDMF, LCMF, RCMF",25.0,4,0,2808,2019
N. Acevedo,-104315,Liverpool,DMF,20.0,0,0,2793,2019
Y. Calleros,-76593,Plaza Colonia,"DMF, LCMF, RCMF",21.0,0,0,2780,2019
Chory Castro,1893,Nacional,"LW, LAMF",35.0,4,7,2779,2019
G. Alles,171252,Progreso,CF,29.0,9,1,2756,2019
M. Gómez,296248,Defensor Sporting,RB,27.0,4,2,2730,2019
M. Araújo,446564,Racing,"LW, CF, LCMF3",22.0,6,3,2723,2019
R. Izquierdo,326485,Cerro,"RB, RW",26.0,0,0,2695,2019
J. Trindade,277923,Peñarol,"RB, RCMF, LCMF",26.0,0,2,2683,2019
G. Fratta,396632,Boston River,"LCB, RCB, LCB3",24.0,4,2,2679,2019
A. Ale,361579,River Plate,"CB, LCB",24.0,0,0,2656,2019
J. Albín,9937,Rampla Juniors,"AMF, CF",33.0,7,3,2642,2019
R. Abascal,362177,Peñarol,"LCB, RCB",25.0,0,1,2639,2019
J. Ramirez,-486973,Liverpool,CF,22.0,23,0,2634,2019
I. Ramírez,432975,Liverpool,CF,22.0,23,0,2634,2019
J. Álvez,24230,Fénix,"RB, RCB3",36.0,0,0,2633,2019
F. Alonso,323068,Cerro,"LCB, RCB",28.0,1,0,2624,2019
S. Píriz,123325,River Plate,"DMF, LCMF",29.0,3,0,2622,2019
F. Carvalho,395291,Nacional,LCB,26.0,0,0,2601,2019
F. Waller,337589,Plaza Colonia,"LW, LAMF, LCMF",22.0,6,3,2598,2019
E. Gularte,399985,Progreso,RCB,21.0,2,0,2597,2019
P. Silva,432524,Boston River,LB,22.0,0,1,2592,2019
G. Corujo,473449,Nacional,RCB,23.0,1,0,2591,2019
G. Andrada,-89486,Progreso,"DMF, LCMF, LDMF",22.0,0,0,2586,2019
C. Servetti,473727,Rampla Juniors,"RB, RCB",24.0,0,2,2549,2019
I. Nicolini,142815,Racing,"RCMF3, RCMF, DMF",30.0,1,5,2538,2019
E. Redín,322924,Plaza Colonia,"RB, RW",24.0,0,0,2512,2019
L. Rodríguez,352999,Boston River,"RW, RCMF, RCMF3",26.0,2,0,2486,2019
G. Cotugno,329595,Nacional,RB,24.0,0,2,2461,2019
J. Rosso,504507,Liverpool,"RB, LB",22.0,0,2,2437,2019
M. Pérez,55874,Fénix,"RAMF, LAMF, LWF",32.0,14,2,2437,2019
L. Viatri,24592,Peñarol,CF,32.0,7,2,2406,2019
C. Valdez,10384,Boston River,"RCB, RCB3",36.0,1,0,2405,2019
R. García,143236,Nacional,"DMF, RDMF, LCB",30.0,0,1,2399,2019
D. Rodríguez,92321,Juventud,LB,33.0,0,0,2386,2019
N. Rodríguez,163043,River Plate,"RWB, RB5",28.0,1,3,2371,2019
M. Luna Diale,472283,Cerro Largo,"CF, AMF",20.0,5,3,2370,2019
S. Felipe,304219,Danubio,"RCB, RB",28.0,2,0,2370,2019
F. Kidd,450064,Plaza Colonia,LB,22.0,0,0,2362,2019
F. Rodríguez,-77434,Cerro Largo,LB,26.0,0,2,2336,2019
F. Puente,414510,Cerro,"LB, LW, LWB",23.0,1,3,2335,2019
Y. Quintana,452485,Cerro Largo,RCB,23.0,1,0,2289,2019
M. Loffreda,323257,Progreso,LB,28.0,0,0,2284,2019
W. Fernández,397868,Boston River,LCMF,21.0,1,1,2262,2019
L. Mejía,90581,Nacional,GK,28.0,0,0,2244,2019
R. Viega,91725,Progreso,"AMF, LCMF, RCMF",28.0,7,4,2239,2019
C. Cándido,406899,Liverpool,"LB, LWB",24.0,1,2,2230,2019
P. Siles,485477,Danubio,"RCMF, RDMF",22.0,0,1,2221,2019
A. Lima,193603,Cerro Largo,"LW, CF, AMF",29.0,5,1,2218,2019
R. Odriozola,91727,Rampla Juniors,GK,31.0,0,0,2214,2019
M. Franco,73708,Cerro,"CF, AMF",35.0,8,0,2198,2019
G. González,361593,Peñarol,"RB, RW",25.0,0,3,2193,2019
G. Álvarez,-68001,Defensor Sporting,LCB,19.0,1,0,2182,2019
L. Suhr,453190,Plaza Colonia,"CF, LW, RW",22.0,3,1,2177,2019
A. Canobbio,452566,Peñarol,"LW, RW",20.0,1,1,2174,2019
S. Viera,434546,Cerro,"RCMF3, RCMF, LCMF3",21.0,1,0,2170,2019
R. Formento,-90811,Cerro,GK,20.0,0,0,2155,2019
M. Calzada,91582,River Plate,"RCMF3, LCMF3, DMF",29.0,0,0,2146,2019
E. González,143051,Progreso,"RW, RB, RAMF",28.0,7,3,2144,2019
S. Cáceres,500453,Liverpool,"LCB, RCB",20.0,1,1,2136,2019
M. Riquero,72461,Progreso,"RCMF, RDMF",37.0,8,0,2133,2019
Á. Fernández,24240,Plaza Colonia,"LCMF, RCMF",33.0,2,1,2125,2019
M. Zunino,128046,Nacional,"RAMF, RB, RW",29.0,4,3,2124,2019
